x,y,z,rx,ry,rz,speed
1.5184375228965654,0.100403159856796,-6.0,0.0,90.0,1.0129772274936788,5.0
3.072500046826899,0.095993846654892,-6.0,0.0,90.0,1.0125908061199234,5.634920634920634
4.6603126912191515,0.091497927904129,-6.0,0.0,90.0,1.0131703829202752,6.269841269841269
6.280000097453594,0.0869125127792358,-6.0,0.0,90.0,1.0131703829202752,6.904761904761903
7.9296875,0.0822402685880661,-6.0,0.0,90.0,1.0133635015336946,7.539682539682538
9.607500403225423,0.0774816274642944,-5.999999999999998,0.0,90.0,1.0133635015336946,8.174603174603172
11.311562295369804,0.0726485401391983,-5.999999999999999,0.0,90.0,1.0133635015336946,8.809523809523807
13.040000207424164,0.0677343904972076,-5.999999999999999,0.0,90.0,1.0131703829202752,9.444444444444441
14.790938129983843,0.0627525746822357,-5.999999999999998,0.0,90.0,1.0131703829202752,10.079365079365076
16.5625,0.0577089190483093,-5.999999999999999,0.0,90.0,1.0137496284019167,10.71428571428571
18.352812928929925,0.0526098906993866,-6.0,0.0,90.0,1.0137496284019167,11.349206349206344
20.160000865459445,0.0474577993154526,-5.999999999999998,0.0,90.0,1.0133635015336946,11.984126984126979
21.982188808247454,0.0422518998384476,-5.999999999999998,0.0,90.0,1.0133635015336946,12.619047619047613
23.81749956101179,0.037006177008152,-5.999999999999998,0.0,90.0,1.0127840352328425,13.253968253968248
25.6640625,0.0317154228687286,-5.999999999999999,0.0,90.0,1.0127840352328425,13.888888888888882
27.520000443458557,0.0263985022902489,-5.999999999999999,0.0,90.0,1.0127840352328425,14.523809523809517
29.383438390046358,0.0210769400000572,-5.999999999999998,0.0,90.0,1.0127840352328425,15.158730158730151
31.252501338422302,0.0157393217086792,-5.999999999999999,0.0,90.0,1.0127840352328425,15.793650793650786
33.125312053188686,0.0103933811187744,-5.999999999999999,0.0,90.0,1.0133635015336946,16.42857142857142
35.0,0.00504252314567566,-5.999999999999998,0.0,90.0,1.0133635015336946,17.063492063492056
36.87469018086791,-0.000322699546813965,-5.999999999999997,0.0,90.0,1.013556583351743,17.698412698412692
38.74750089228153,-0.00568558275699615,-5.999999999999998,0.0,90.0,1.013556583351743,18.33333333333333
40.61656160995364,-0.0110336691141129,-5.999999999999999,0.0,90.0,1.0133635015336946,18.968253968253965
42.48000177383422,-0.0163642577826977,-5.999999999999998,0.0,90.0,1.0133635015336946,19.6031746031746
44.3359375,-0.0216833688318729,-5.999999999999998,0.0,90.0,1.0133635015336946,20.238095238095237
46.18250263392924,-0.0269820615649223,-5.999999999999998,0.0,90.0,1.0133635015336946,20.873015873015873
48.017813372164966,-0.0322539806365967,-5.999999999999999,0.0,90.0,1.0139426367019813,21.50793650793651
49.83999913454056,-0.0374986827373505,-5.999999999999998,0.0,90.0,1.0139426367019813,22.142857142857146
