x,y,z,rx,ry,rz,speed
-13.804321183215546,-0.0189680047333241,3.3,0.0,90.0,1.1106509343474469,5.0
-12.74238224979748,-0.0219732448458672,3.3,0.0,90.0,1.1106509343474469,5.347222222222222
-11.48099690624881,-0.0255429148674011,3.3,0.0,90.0,1.1106509343474469,5.694444444444445
-10.410470707900716,-0.0285724624991417,3.2999999999999994,0.0,90.0,1.1106509343474469,6.041666666666667
-9.238227086136543,-0.0318919196724892,3.3,0.0,90.0,1.1104747329170293,6.388888888888889
-7.968752952516071,-0.0354925245046616,3.2999999999999994,0.0,90.0,1.1104747329170293,6.736111111111112
-6.606536375713457,-0.0393561720848084,3.3,0.0,90.0,1.1104747329170293,7.083333333333334
-5.156066304002772,-0.0434700511395931,3.3,0.0,90.0,1.1104747329170293,7.430555555555556
-4.142271422011533,-0.0463399104773998,3.3,0.0,90.0,1.1108271078319714,7.777777777777779
-3.0925747619581387,-0.0493108853697777,3.3,0.0,90.0,1.1108271078319714,8.125
-2.0083089366843914,-0.0523797087371349,3.3,0.0,90.0,1.1108271078319714,8.472222222222221
-0.8908021246817133,-0.0555508583784103,3.3,0.0,90.0,1.111003253383897,8.819444444444443
0.25861603469566097,-0.0587968677282333,3.2999999999999994,0.0,90.0,1.1108271078319714,9.166666666666664
1.4386159020934821,-0.0621359087526798,3.3000000000000003,0.0,90.0,1.1108271078319714,9.513888888888886
2.647867838157517,-0.0655582845211029,3.3000000000000003,0.0,90.0,1.1108271078319714,9.861111111111107
3.88504220353352,-0.0690627917647362,3.3,0.0,90.0,1.1106509343474469,10.208333333333329
5.148809358867254,-0.0726451948285103,3.3,0.0,90.0,1.1106509343474469,10.55555555555555
6.437841506823311,-0.076299212872982,3.3,0.0,90.0,1.1106509343474469,10.902777777777771
7.750803481990941,-0.0800192579627037,3.3000000000000007,0.0,90.0,1.1106509343474469,11.249999999999993
9.086373077087806,-0.0837974920868874,3.3,0.0,90.0,1.1104747329170293,11.597222222222214
10.443213092694652,-0.0876358151435852,3.3,0.0,90.0,1.1104747329170293,11.944444444444436
11.820001569986356,-0.0915329977869987,3.3000000000000003,0.0,90.0,1.1104747329170293,12.291666666666657
13.21540505193117,-0.0954933688044548,3.3000000000000003,0.0,90.0,1.111003253383897,12.638888888888879
14.62808987068503,-0.0995015949010849,3.3,0.0,90.0,1.111003253383897,12.9861111111111
16.056734383641224,-0.103565588593483,3.3,0.0,90.0,1.1108271078319714,13.333333333333321
17.500000864349907,-0.107697561383247,3.3,0.0,90.0,1.1108271078319714,13.680555555555543
18.956567843371502,-0.111867621541023,3.3,0.0,90.0,1.1108271078319714,14.027777777777764
20.425097436147055,-0.116062447428703,3.3000000000000003,0.0,90.0,1.111003253383897,14.374999999999986
21.904268316288082,-0.120282188057899,3.3,0.0,90.0,1.111003253383897,14.722222222222207
23.392746697368743,-0.124528482556343,3.3000000000000003,0.0,90.0,1.111003253383897,15.069444444444429
24.88919868755704,-0.128801316022873,3.3000000000000003,0.0,90.0,1.1115315225739153,15.41666666666665
26.39230311857368,-0.133090198040009,3.3000000000000003,0.0,90.0,1.1115315225739153,15.763888888888872
27.900721842344453,-0.137397259473801,3.3000000000000007,0.0,90.0,1.111355460740125,16.111111111111093
29.413133758351087,-0.141722708940506,3.3000000000000003,0.0,90.0,1.111355460740125,16.458333333333314
30.92820066581638,-0.146055772900581,3.3000000000000003,0.0,90.0,1.111355460740125,16.805555555555536
32.44460150186705,-0.15038850903511,3.3,0.0,90.0,1.1111793710135556,17.152777777777757
33.96099804313889,-0.154720395803452,3.3000000000000007,0.0,90.0,1.1111793710135556,17.49999999999998
35.476069234287635,-0.15904875099659,3.3000000000000003,0.0,90.0,1.111355460740125,17.8472222222222
36.98848113642504,-0.163375943899155,3.3000000000000003,0.0,90.0,1.1111793710135556,18.19444444444442
38.496899840778916,-0.167692631483078,3.3,0.0,90.0,1.1111793710135556,18.541666666666643
40.0,-0.171998575329781,3.3000000000000003,0.0,90.0,1.1101222461682405,18.888888888888864
41.49646043263307,-0.176295474171638,3.3000000000000003,0.0,90.0,1.1101222461682405,19.236111111111086
42.9849345515276,-0.180569440126419,3.3,0.0,90.0,1.1101222461682405,19.583333333333307
44.46410121663786,-0.184792026877403,3.3000000000000003,0.0,90.0,1.1111793710135556,19.93055555555553
45.932630794256355,-0.188975974917412,3.3000000000000003,0.0,90.0,1.1111793710135556,20.27777777777775
47.389201861999624,-0.193127229809761,3.3,0.0,90.0,1.111355460740125,20.62499999999997
48.83246828445765,-0.197283893823624,3.3000000000000003,0.0,90.0,1.1104747329170293,20.972222222222193
50.26110871077244,-0.201400905847549,3.3000000000000003,0.0,90.0,1.1104747329170293,21.319444444444414
51.67380145880966,-0.205473437905312,3.3000000000000003,0.0,90.0,1.1104747329170293,21.666666666666636
53.069200890074065,-0.209487125277519,3.3,0.0,90.0,1.1117075565281789,22.013888888888857
54.44598541654376,-0.21344418823719,3.3,0.0,90.0,1.1117075565281789,22.36111111111108
55.80282540451126,-0.217344745993614,3.3000000000000007,0.0,90.0,1.1120595408481317,22.7083333333333
57.138398720101776,-0.221189558506012,3.3000000000000003,0.0,90.0,1.1118835626132069,23.05555555555552
58.451360598184976,-0.224969521164894,3.3,0.0,90.0,1.1118835626132069,23.402777777777743
59.74038902911452,-0.228680700063705,3.3,0.0,90.0,1.1118835626132069,23.749999999999964
61.00416146115549,-0.232319250702858,3.3,0.0,90.0,1.1122354912432233,24.097222222222186
62.24133394231079,-0.235881105065346,3.3000000000000003,0.0,90.0,1.1122354912432233,24.444444444444407
63.450584067660955,-0.239362567663193,3.3,0.0,90.0,1.1122354912432233,24.79166666666663
64.6305822034985,-0.242761537432671,3.3000000000000003,0.0,90.0,1.1120595408481317,25.13888888888885
65.78000513553587,-0.246073037385941,3.3,0.0,90.0,1.1120595408481317,25.48611111111107
66.89751020676526,-0.249292582273483,3.3,0.0,90.0,1.1120595408481317,25.833333333333293
